;name;SMILES;category;genotoxicity;carcinogenicity;mutagenicity
2013;16-Hydroxy roridin A;C[C@@H]1CCO[C@@H]([C@@H](C)O)/C=C/C=C\C(=O)O[C@@H]2C[C@H]3O[C@@H]4C=C(CO)CC[C@]4(COC(=O)[C@H]1O)[C@]2(C)[C@]31CO1;trichothecenes;1;0;1
2014;beta-9,10-Epoxy verrucarin J;C/C1=C\C(=O)OC[C@]23CC[C@]4(C)C[C@H]4[C@H]2O[C@@H]2C[C@@H](OC(=O)/C=C\C=C\C(=O)OCC1)[C@@]3(C)[C@]21CO1;trichothecenes;1;1;1
2015;beta-9,10-Epoxy roridin H;C/C1=C\C(=O)OC[C@]23CC[C@]4(C)O[C@H]4[C@H]2O[C@@H]2C[C@@H](OC(=O)/C=C\C=C\[C@H]4O[C@H](C1)O[C@@H]4C)[C@@]3(C)[C@]21CO1;trichothecenes;1;1;1
2016;beta-8-Hydroxy roridin A;CC1=C[C@H]2O[C@@H]3C[C@H]4OC(=O)/C=C\C=C\[C@H]([C@@H](C)O)OCC[C@@H](C)[C@H](O)C(=O)OC[C@@]2(C[C@H]1O)[C@]4(C)[C@]31CO1;trichothecenes;1;0;1
2017;beta-9,10-Epoxy roridin A;C[C@@H]1CCO[C@@H]([C@@H](C)O)/C=C/C=C\C(=O)O[C@@H]2C[C@H]3O[C@@H]4[C@@H]5O[C@]5(C)CC[C@]4(COC(=O)[C@H]1O)[C@]2(C)[C@]31CO1;trichothecenes;1;1;1
2018;beta-9,10-Epoxy verrucarin B;C[C@@]12[C@H]3C[C@@H](O[C@@H]4[C@@H]5O[C@]5(C)CC[C@@]41COC(=O)[C@H]1O[C@]1(C)CCOC(=O)/C=C/C=C\C(=O)O3)[C@@]21CO1;trichothecenes;1;1;1
2019;8-Hydroxyverrucarin A, (8R)-;CC1=C[C@H]2O[C@@H]3C[C@H]4OC(=O)/C=C\C=C\C(=O)OCC[C@@H](C)[C@H](O)C(=O)OC[C@@]2(C[C@H]1O)[C@]4(C)[C@]31CO1;trichothecenes;1;1;0
2020;Baccharin B2;CC1=C[C@H]2O[C@@H]3C[C@H]4OC(=O)/C=C\C=C\[C@H]([C@H](C)O)OC[C@H](O)[C@@H](C)CC(=O)OC[C@@]2(C[C@H]1O)[C@]4(C)[C@]31CO1;trichothecenes;1;0;0
2021;Baccharin B1;CC1=C[C@H]2O[C@@H]3C[C@H]4OC(=O)/C=C\C=C\[C@H]([C@@H](C)O)OC[C@H](O)[C@@H](C)CC(=O)OC[C@@]2(C[C@H]1O)[C@]4(C)[C@]31CO1;trichothecenes;1;0;0
2022;RORIDIN H;CC1=C[C@H]2O[C@@H]3C[C@H]4OC(=O)/C=C\C=C\[C@H]5O[C@H](C/C(C)=C/C(=O)OC[C@@]2(CC1)[C@]4(C)[C@]31CO1)O[C@@H]5C;trichothecenes;1;1;1
2023;Verrucarin B;CC1=C[C@H]2O[C@@H]3C[C@H]4OC(=O)/C=C\C=C\C(=O)OCC[C@@]5(C)O[C@@H]5C(=O)OC[C@@]2(CC1)[C@]4(C)[C@]31CO1;trichothecenes;1;1;1
2024;Resveratrol Dipotassium3,5-Sulfate;O=S(=O)([O-])Oc1cc(/C=C/c2ccc(O)cc2)cc(OS(=O)(=O)[O-])c1;resveratrols;1;1;1
2025;trans-Resveratrol 3,4'-disulfate;O=S(=O)(O)Oc1ccc(/C=C/c2cc(O)cc(OS(=O)(=O)O)c2)cc1;resveratrols;0;1;0
2026;Resveratrol Dipotassium3,4,-Sulfate;O=S(=O)([O-])Oc1ccc(/C=C/c2cc(O)cc(OS(=O)(=O)[O-])c2)cc1;resveratrols;1;1;1
2027;Resveratrol Tripotassium3,5,4'-Sulfate;O=S(=O)([O-])Oc1ccc(/C=C/c2cc(OS(=O)(=O)[O-])cc(OS(=O)(=O)[O-])c2)cc1;resveratrols;1;1;1
2028;7-XYLOSYL-10-DEACETYLTAXOL;CC(=O)O[C@@]12CO[C@@H]1C[C@H](O[C@@H]1OC[C@@H](O)[C@H](O)[C@H]1O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)c4ccccc4)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]12)C3(C)C;taxols;1;0;0
2029;Pyripyropene derivative;CCCC(N)C(=O)O[C@H]1CC2[C@](C)(CC[C@@H]3OC4(CCCCC4)OC[C@@]23C)C2[C@@H](O)c3c(cc(-c4cccnc4)oc3=O)O[C@@]21C;pyropenes;1;1;0
2030;Zeranol-d5;[2H]C1([2H])CCCCc2cc(O)cc(O)c2C(=O)O[C@@H](C)CCC([2H])([2H])C1([2H])O;zearalenones;1;1;0
2031;rac Zearalenone-d6;[2H]C([2H])([2H])C1([2H])OC(=O)c2c(O)cc(O)cc2/C=C/CCCC(=O)CCC1([2H])[2H];zearalenones;1;1;0
2032;Resveratrol-13C6;Oc1cc(O)cc(/C=C/[13c]2[13cH][13cH][13c](O)[13cH][13cH]2)c1;resveratrols;1;1;1
2033;Physcion-d3;[2H]C([2H])([2H])Oc1cc(O)c2c(c1)C(=O)c1cc(C)cc(O)c1C2=O;physcions;1;1;1
2034;Patulin-13C3;O=C1C=C2C(=CCO[13CH]2O)O1;patulins;1;0;0
2035;Mycophenolic Acid Acyl-beta-D-glucuronide;COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O[C@@H]1OC(C(=O)O)[C@@H](O)[C@H](O)C1O)C(=O)OC2;mycophenolic acids;1;0;0
2036;TBDMS-Monacolin K-d3;[2H]C([2H])([2H])[C@@H](CC)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O[Si](C)(C)C(C)(C)C)CC(=O)O3)[C@H]21;lovastatins;0;0;0
2037;Lovastatin-d3;[2H]C([2H])([2H])[C@@H](CC)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21;lovastatins;0;0;1
2038;Emodin-d4;[2H]c1c(C([2H])([2H])[2H])cc(O)c2c1C(=O)c1cc(O)cc(O)c1C2=O;emodins;1;1;1
2039;6(R)-[2-(8(S)-(2,2-Dimethyl-d6-butyryl)oxy]-2(S),6(R)-dimethyl-1,2,6,7,8,8a(R)-hexahydro-1(S)-naphthyl]ethyl-4(R)-(t-butyl-dimethylsilyl)oxy-3,4,5,6-tetrahydro-2H-pyran-2-one;[2H]C([2H])([2H])C(CC)(C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O[Si](C)(C)C(C)(C)C)CC(=O)O3)[C@H]21)C([2H])([2H])[2H];lovastatins;0;0;1
2040;3S14R-Ochratoxin A;C[C@H]1Cc2c(Cl)cc(C(=O)N[C@H](Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1;ochratoxins;1;0;0
2041;Tyrosol Caffeate;O=C(/C=C/c1ccc(O)c(O)c1)OCCc1ccc(O)cc1;tyrosols;0;0;0
2042;6-Hydroxydeoxybrevianamide E;C=CC(C)(C)c1[nH]c2cc(O)ccc2c1C[C@@H]1NC(=O)[C@@H]2CCCN2C1=O;brevianamides;1;1;1
2043;Roquefortine H;C=CC(C)(C)[C@@]12C[C@H]3C(=O)N/C(=C/c4cn(C(C)(C)CC(C)=O)cn4)C(=O)N3[C@@H]1Nc1ccccc12;roquefortines;1;1;0
2044;Meleagrin E;C=CC(C)(C)[C@@]12C=C(O)C(=O)N3/C(=C/c4cn(C(C)(C)CC(=O)CC(C)(C)O)cn4)C(=O)N[C@]31N(OC)c1ccccc12;meleagrins;1;1;0
2045;Meleagrin D;C=CC(C)(C)[C@@]12C=C(O)C(=O)N3/C(=C/c4cn(C(C)(C)CC(=O)C=C(C)C)cn4)C(=O)N[C@]31N(OC)c1ccccc12;meleagrins;1;1;0
2046;4'-epi-Chaetomugilin A;C[C@H]1[C@@H](C)OC(=O)[C@@H]2[C@H]3C4=COC(/C=C/[C@@H](C)[C@@H](C)O)=CC4=C(Cl)C(=O)[C@@]3(C)O[C@]12O;chaetomugilins;1;1;1
2047;Ent-Chaetocin;CN1C(=O)[C@]23C[C@@]4([C@@]56C[C@]78SS[C@](CO)(C(=O)N7[C@@H]5Nc5ccccc56)N(C)C8=O)c5ccccc5N[C@H]4N2C(=O)[C@@]1(CO)SS3;verticillins;1;1;1
2048;Ophiobolin F;CC(C)=CCC[C@H](C)[C@H]1CC[C@]2(C)C[C@H]3[C@H](CC[C@@]3(C)O)/C(C)=C\C[C@@H]12;ophiobolins;1;1;1
2049;AK-toxin I;CC(=O)NC(C(=O)OC(/C=C/C=C\C=C\C(=O)O)C1(C)CO1)C(C)c1ccccc1;alternariolides;1;0;0
2050;(+)-abscisic acid beta-D-glucopyranosyl ester;CC1=CC(=O)CC(C)(C)[C@@]1(O)/C=C/C(C)=C\C(=O)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O;abscisic acids;1;0;0
2051;Citreoviridine;COc1cc(=O)oc(/C=C\C=C\C=C/C(C)=C/C2(C)OC(C)C(C)(O)C2O)c1C;viridins;1;1;0
2052;Cycloechinulin;COc1ccc2c3c([nH]c2c1)C(C)(C)/C=C\N1C(=O)C(C)NC(=O)/C1=C/3;chinulins;1;1;1
2053;Terretonin;C=C1CC2(O)C3(C)CCC(=O)C(C)(C)C3=C(O)C(=O)C2(C)C2C(=O)OC(C)(C(=O)OC)C(=O)C12C;territrems;1;1;0
2054;Stachybotrylactam;CC1CCC2C(C)(C)C(O)CCC2(C)C12Cc1c(O)cc3c(c1O2)CNC3=O;stachybocins;1;1;0
2055;oxylipin;CCC[C@@H](O)C/C=C\C/C=C\CCCCCCCC(=O)O;fatty acid like;1;0;0
2056;Mycophenolic acid IV;COc1c(C)c2c(c(O)c1C/C=C(\C)CC/C=C(\C)CCC(=O)O)C(=O)OC2;mycophenolic acids;1;1;0
2057;Kojic acid-phenylalanine amide;NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1cc(=O)c(O)co1;kojic acids;0;0;0
2058;schweinfurthin J;CC(C)=CCC/C(C)=C/CC/C(C)=C/Cc1c(O)cc(/C=C/c2ccc(O)cc2)cc1O;schweinfurthins;1;0;0
2059;schweinfurthin I;CC(C)=CCC/C(C)=C/Cc1cc(/C=C/c2cc(O)cc(O)c2)ccc1O;schweinfurthins;1;0;0
2060;Zearalenone 4-sulfate;CC1CCCC(=O)CCC/C=C/c2cc(OS(=O)(=O)O)cc(O)c2C(=O)O1;zearalenones;1;0;0
2061;cycloaspeptide C;CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](C)NC(=O)c2ccccc2NC(=O)[C@H](Cc2ccc(O)cc2)N(C)C1=O;cyclic peptides;0;0;0
2062;Monorden diacetate;CC(=O)Oc1cc(OC(C)=O)c2c(c1Cl)CC(=O)/C=C/C=C\[C@H]1O[C@@H]1C[C@@H](C)OC2=O;radicicols;1;1;0
2063;terretonin E;C=C1C[C@@H]2[C@]3(C)C(=C(O)C(=O)[C@@]2(C)[C@]2(C(=O)OC)C(=O)O[C@H](C)C(=O)[C@@]12C)C(C)(C)C(=O)C[C@@H]3O;territrems;1;1;1
2064;Radicicol D;C[C@@H]1CC(O)C2C=CC(CC(=O)Cc3c(Cl)c(O)cc(O)c3C(=O)O1)O2;radicicols;1;1;0
2065;terretonin F;C=C1C[C@@H]2[C@@]3(C)C=CC(=O)C(C)(C)C3=C(O)C(=O)[C@@]2(C)[C@]2(C(=O)OC)C(=O)O[C@H](C)C(=O)[C@@]12C;territrems;1;1;0
2066;6-METHYLEUGENOL;C=CCc1cc(C)c(O)c(OC)c1;phenols;1;1;0
2067;[(1S,4S,7R,9S,10S,12R,15S)-4,12-diacetyloxy-1,9-dihydroxy-15-[(2R,3S)-2-hydroxy-3-[[(E)-2-methylbut-2-enoyl]amino]-3-phenylpropanoyl]oxy-10,14,17,17-tetramethyl-11-oxo-6-oxatetracyclo[11.3.1.03,10.04,7]heptadec-13-en-2-yl] benzoate;C/C=C(\C)C(=O)N[C@@H](c1ccccc1)[C@@H](O)C(=O)O[C@H]1C[C@@]2(O)C(OC(=O)c3ccccc3)C3[C@](C)(C(=O)[C@H](OC(C)=O)C(=C1C)C2(C)C)[C@@H](O)C[C@H]1OC[C@@]31OC(C)=O;taxols;1;0;0
2068;Cytochalasin j;C=C1[C@@H](O)[C@@H]2/C=C/C[C@H](C)C[C@](C)(O)/C=C/[C@@H](O)[C@]23C(=O)N[C@@H](Cc2ccccc2)[C@@H]3[C@@H]1C;cytochalasan alkaloids;0;0;1
2069;4'-Tosyl Mycophenolic Acid-d3;[2H]C([2H])([2H])Oc1c(C)c2c(c(OS(=O)(=O)c3ccc(C)cc3)c1C/C=C(\C)CCC(=O)O)C(=O)OC2;mycophenolic acids;1;1;0
2070;Penicillin V-d5;[2H]c1c([2H])c([2H])c(OCC(=O)N[C@@H]2C(=O)N3[C@@H](C(=O)O)C(C)(C)S[C@H]23)c([2H])c1[2H];penicillins;0;0;1
2071;Mycophenolic Acid beta-D-Glucuronide;COc1c(C)c2c(c(O[C@@H]3OC(C(=O)O)[C@@H](O)C(O)[C@@H]3O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2;mycophenolic acids;1;1;1
2072;Mycophenolic acid D3;[2H]C([2H])([2H])Oc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2;mycophenolic acids;1;1;0
2073;trans-Resveratrol-3-O-beta-glucoside;OC[C@H]1O[C@@H](Oc2cc(/C=C/c3ccc(O)cc3)ccc2O)[C@H](O)[C@@H](O)[C@@H]1O;resveratrols;1;0;1
2074;cytochalasin D;C=C1[C@@H](O)C2/C=C/C[C@H](C)C(=O)[C@](C)(O)/C=C/[C@@H](OC(C)=O)[C@]23C(=O)N[C@@H](Cc2ccccc2)[C@@H]3[C@@H]1C;cytochalasan alkaloids;1;0;1
2075;Vomitoxin;CC1=CC2OC3[C@H](O)C[C@@](C)(C34CO4)[C@@]2(CO)[C@H](O)C1=O;trichothecenes;1;0;1
2076;radicicol;C[C@@H]1C[C@@H]2O[C@H]2/C=C/C=C\C(=O)Cc2c(Cl)c(O)cc(O)c2C(=O)O1;radicicols;1;1;0
2077;brefeldin A;C[C@@H]1CCC/C=C/[C@H]2C[C@@H](O)C[C@@H]2[C@@H](O)/C=C\C(=O)O1;brefeldins;1;0;0
2078;xanalteric acid II;O=C1C=Cc2c3c4c(c(O)ccc4c4ccc(O)c1c24)OC(O)(C(=O)O)C3;naphthalenes;1;0;1
2079;XANALTERIC ACID I;O=C1C=Cc2c3c4c(c(O)ccc4c4ccc(O)c1c24)OC(C(=O)O)C3O;naphthalenes;1;0;1
2080;Trisodium resveratrol triphosphate;O=P([O-])(O)Oc1ccc(/C=C/c2cc(OP(=O)([O-])O)cc(OP(=O)([O-])O)c2)cc1;resveratrols;1;0;0
2081;(+)-alantrypinone;C[C@@]12NC(=O)[C@H](C[C@]13C(=O)Nc1ccccc13)n1c2nc2ccccc2c1=O;alkaloids;1;0;0
2082;apicidin;CCC(=O)CCCCC[C@@H]1NC(=O)[C@H]2CCCCN2C(=O)[C@H]([C@H](C)CC)NC(=O)[C@H](Cc2cn(OC)c3ccccc23)NC1=O;apicidins;0;1;0
2083;Demethylkotanin;COc1cc(C)c2c(OC)cc(=O)oc2c1-c1c(O)cc(C)c2c(OC)cc(=O)oc12;coumarins;1;1;1
2084;Roridin E;CC1=C[C@H]2O[C@@H]3C[C@H]4OC(=O)/C=C\C=C\[C@H]([C@@H](C)O)OCC/C(C)=C/C(=O)OC[C@@]2(CC1)[C@]4(C)[C@]31CO1;trichothecenes;1;1;1
2085;trans-abscisic alcohol;CC1=CC(=O)CC(C)(C)[C@@]1(O)/C=C/C(C)=C/CO;abscisic acids;1;0;0
2086;(1S,2S,3S,11R,14S)-2-hydroxy-3-[(1S,2S,3S,11R,14R)-2-hydroxy-14,18-dimethyl-13,17-dioxo-15,16-dithia-10,12,18-triazapentacyclo[12.2.2.01,12.03,11.04,9]octadeca-4,6,8-trien-3-yl]-14,18-dimethyl-15,16-dithia-10,12,18-triazapentacyclo[12.2.2.01,12.03,11.04,9]octadeca-4,6,8-triene-13,17-dione;CN1C(=O)[C@]23SS[C@@]1(C)C(=O)N2[C@H]1Nc2ccccc2[C@@]1([C@@]12c4ccccc4N[C@@H]1N1C(=O)[C@@]4(C)SS[C@]1(C(=O)N4C)[C@H]2O)[C@@H]3O;verticillins;1;1;1
2087;bisvertinolone;C/C=C/C=C/C(=O)C1=C[C@@]2(C)[C@H]3/C(=C(O)\C=C\C=C\C)C(O)=C(C)C(=O)[C@@]3(C)O[C@@]2(O)[C@@](C)(O)C1=O;vertinols;1;1;1
2088;Actinomycin Z5;Cc1c2oc3c(C)ccc(C(=O)N[C@@H]4C(=O)N[C@H](C(C)C)C(=O)N5[C@@H](C)CC[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C)c3nc-2c(C(=O)N[C@@H]2C(=O)N[C@H](C(C)C)C(=O)N3[C@@H](C)C(=O)C[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C)C(=O)O[C@H]2CCl)c(N)c1=O;actinomycins;0;1;0
2089;actinomycin Z3;Cc1c2oc3c(C)ccc(C(=O)N[C@@H]4C(=O)N[C@H](C(C)C)C(=O)N5[C@@H](C)C[C@H](O)[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C)c3nc-2c(C(=O)N[C@@H]2C(=O)N[C@H](C(C)C)C(=O)N3[C@@H](C)C(=O)C[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C)C(=O)O[C@H]2CCl)c(N)c1=O;actinomycins;1;1;0
2090;actinomycin Z1;Cc1c2oc3c(C)ccc(C(=O)N[C@@H]4C(=O)N[C@H](C(C)C)C(=O)N5[C@@H](C)C[C@H](O)[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C)c3nc-2c(C(=O)N[C@@H]2C(=O)N[C@H](C(C)C)C(=O)N3[C@@H](C)C(=O)C[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C)C(=O)O[C@H]2CO)c(N)c1=O;actinomycins;1;1;0
2091;N-Debenzoyl-N-phenylacetyl taxol;CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)Cc3ccccc3)c3ccccc3)C(C)=C1C2(C)C;taxols;1;0;0
2092;7-O-beta-D-Galactosyl-brefeldin A;C[C@H]1CCC/C=C/[C@@H]2C[C@H](O[C@@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)C[C@H]2[C@H](O)/C=C/C(=O)O1;brefeldins;1;0;0
2093;Fumiquinazoline;C[C@H]1N[C@H]2N(C1=O)c1ccccc1[C@@]21C[C@@H]2C(=O)N[C@](C)(O1)c1nc3ccccc3c(=O)n12;quinazolines;1;1;0
2094;4beta-Iodomethyl-4beta-demethyl-territrem B;COc1cc(-c2cc3c(c(=O)o2)C[C@]2(O)[C@@]4(C)C(=O)C=C[C@](C)(CI)[C@]4(O)CC[C@@]2(C)O3)cc(OC)c1OC;territrems;1;1;0
2095;aspochalasin E;CC1=C[C@@H]2/C=C(\C)CC[C@H](O)[C@H](O)[C@@H](O)CC(=O)[C@]23C(=O)N[C@@H](CC(C)C)[C@@H]3[C@@H]1C;cytochalasan alkaloids;1;0;0
2096;Communesin D;C/C=C/C=C/C(=O)N1CC[C@@]23c4ccccc4N[C@@H]4N(C=O)c5cccc6c5[C@@]42CCN([C@@H]6[C@H]2OC2(C)C)[C@@H]13;communesins;1;1;1
2097;Communesin B;C/C=C/C=C/C(=O)N1CC[C@@]23c4ccccc4N[C@@H]4N(C)c5cccc6c5[C@@]42CCN([C@@H]6[C@H]2OC2(C)C)[C@@H]13;communesins;1;1;1
2098;Communesin C;C/C=C/C=C/C(=O)N1CC[C@@]23c4ccccc4N[C@@H]4Nc5cccc6c5[C@@]42CCN([C@@H]6[C@H]2OC2(C)C)[C@@H]13;communesins;1;1;1
2099;5'-Epialtenuene;COc1cc(O)c2c(c1)C1=C[C@@H](O)[C@@H](O)C[C@]1(C)OC2=O;altenuenes;1;0;1
2100;Penochalasin A;C/C1=C\[C@@H](C)C/C=C/[C@H]2[C@@H]3O[C@]3(C)[C@@H](C)[C@H]3[C@H](Cc4c[nH]c5ccccc45)NC(=O)[C@@]23c2ccc([nH]2)C(=O)C1=O;cytochalasan alkaloids;1;1;1
2101;mytoxin B;CC(=O)[C@@]12CC/C=C/C(=O)O[C@@H]3C[C@H]4O[C@@H]5C=C(C)CC[C@]5(COC(=O)/C=C(\CCO1)[C@H]2O)[C@]3(C)[C@]41CO1;trichothecenes;1;1;1
2102;Verticillin D;CC(O)[C@@]12SS[C@]3(C(=O)N1C)[C@@H](O)C1([C@@]45c6ccccc6N[C@@H]4N4C(=O)[C@]6(C(C)O)SS[C@]4(C(=O)N6C)[C@H]5O)c4ccccc4N[C@@H]1N3C2=O;verticillins;1;0;1
2103;Verticillin F;CC(=O)[C@@]12SS[C@]3(C(=O)N1C)[C@@H](O)[C@]1([C@@]45c6ccccc6N[C@@H]4N4C(=O)[C@]6(C(C)O)SS[C@]4(C(=O)N6C)[C@H]5O)c4ccccc4N[C@@H]1N3C2=O;verticillins;1;1;1
2104;Verticillin E;CC(=O)[C@@]12SS[C@]3(C(=O)N1C)[C@@H](O)[C@]1([C@@]45c6ccccc6N[C@@H]4N4C(=O)[C@]6(C(C)=O)SS[C@]4(C(=O)N6C)[C@H]5O)c4ccccc4N[C@@H]1N3C2=O;verticillins;1;1;1
2105;(1S,2S,3S,11R,14S)-2-hydroxy-14-(1-hydroxyethyl)-3-[(1S,2S,3S,11R,14S)-2-hydroxy-14-(1-hydroxyethyl)-18-methyl-13,17-dioxo-15,16-dithia-10,12,18-triazapentacyclo[12.2.2.01,12.03,11.04,9]octadeca-4,6,8-trien-3-yl]-18-methyl-15,16-dithia-10,12,18-triazapentacyclo[12.2.2.01,12.03,11.04,9]octadeca-4,6,8-triene-13,17-dione;CC(O)[C@@]12SS[C@]3(C(=O)N1C)[C@@H](O)[C@]1([C@@]45c6ccccc6N[C@@H]4N4C(=O)[C@]6(C(C)O)SS[C@]4(C(=O)N6C)[C@H]5O)c4ccccc4N[C@@H]1N3C2=O;verticillins;1;0;1
2106;zaragozic acid F;CCCCCCC[C@@H](CCC[C@]12O[C@H](C(=O)O)[C@@](O)(C(=O)O)[C@](C(=O)O)(O1)[C@H](OC(=O)CC/C=C/[C@@H](C)CCCc1ccccc1)[C@H]2O)OC(C)=O;zagarozic acids;1;0;0
2107;zaragozic acid E;C[C@H](/C=C/CCC(=O)O[C@@H]1[C@@H](O)[C@@]2(CC/C=C/[C@H](C)CCCc3ccccc3)O[C@H](C(=O)O)[C@@](O)(C(=O)O)[C@]1(C(=O)O)O2)CCCc1ccccc1;zagarozic acids;1;0;1
2108;Desacetoxy-zaragozic acid;C[C@H](/C=C/CCC(=O)O[C@@H]1[C@@H](O)[C@@]2(CCCC[C@H](C)Cc3ccccc3)O[C@H](C(=O)O)[C@@](O)(C(=O)O)[C@]1(C(=O)O)O2)CCCc1ccccc1;zagarozic acids;1;0;1
2109;4-O-Demethyl Griseofulvin;COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(O)c1C2=O;griseofulvins;1;1;1
2110;2'-(t-butyldimethylsilyl)taxol;CC(=O)O[C@H]1C(=O)[C@]2(C)[C@@H](O)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O[Si](C)(C)C(C)(C)C)[C@H](NC(=O)c3ccccc3)c3ccccc3)C(C)=C1C2(C)C;taxols;1;0;0
2111;Chaetoglobosin K;CC[C@H]1C2[C@H]([C@@H](C)c3c[nH]c4ccccc34)NC(=O)[C@@]23C(=O)/C=C\C(=O)[C@H](O)/C(C)=C\[C@@H](C)C/C=C/[C@H]3[C@@H]2O[C@]12C;cytochalasan alkaloids;1;1;1
2112;Pergillin;CC(C)=C1Oc2c(ccc3c2COC(C)(O)C3)C1=O;not classified;1;1;1
2113;Koninginin B;CCCCCC[C@@H](O)[C@H]1CCC2=C(O1)[C@@H](O)CCC2=O;koninginins;1;0;1
2114;enniatin B2;CC(C)[C@@H]1NC(=O)[C@@H](C(C)C)OC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H](C(C)C)OC(=O)[C@H](C(C)C)N(C)C(=O)[C@@H](C(C)C)OC1=O;enniatins;0;0;0
2115;(E)-Resveratrol 3-xyloside;Oc1ccc(/C=C/c2cc(O)cc(O[C@@H]3OC[C@@H](O)[C@H](O)[C@H]3O)c2)cc1;resveratrols;1;0;1
2116;3'-Hydroxy-HT-2 toxin ;CC(=O)OC[C@]12C[C@H](OC(=O)CC(C)(C)O)C(C)=C[C@H]1O[C@@H]1[C@H](O)[C@@H](O)[C@@]2(C)[C@]12CO2;trichothecenes;1;0;1
2117;roridin E acetate;CC(=O)O[C@H](C)[C@H]1/C=C/C=C\C(=O)O[C@@H]2C[C@H]3O[C@@H]4C=C(C)CC[C@]4(COC(=O)/C=C(\C)CCO1)[C@]2(C)[C@]31CO1;trichothecenes;1;1;0
2118;Meleagrin B;C=CC(C)(C)[C@@]12C=C(O)C(=O)N3/C(=C/c4cn([C@@H]5C[C@@]6(O)O[C@H]7C[C@@]6(C)[C@]6(C[C@]8(C)CCC(C)(C)[C@@H]8[C@@H]76)[C@@H]5C)cn4)C(=O)N[C@]31N(OC)c1ccccc12;meleagrins;1;1;0
2119;Aspochalasin P;CC1=C[C@@H]2/C=C(\C)CC[C@@H](O)C(=O)CCC(=O)[C@]23C(=O)N[C@@H](CC(C)C)[C@@H]3[C@@H]1C;cytochalasan alkaloids;1;0;0
2120;Aspochalasin N;CC(=O)C[C@@H]1CC(=O)CCC/C(C)=C/[C@H]2C=C(C)[C@@H](C)[C@H]3[C@H](CC(C)C)NC(=O)[C@@]23C1=O;cytochalasan alkaloids;0;1;0
2121;Aspochalasin Q;CC1=C[C@@H]2/C=C(\C)CCCC(=O)CCC(=O)[C@]23C(=O)N[C@@H](CC(C)C)[C@@H]3[C@@H]1C;cytochalasan alkaloids;1;1;0
2122;Aspochalasin O;CC(=O)C[C@@H]1CC(=O)[C@H](O)CC/C(C)=C/[C@H]2C=C(C)[C@@H](C)[C@H]3[C@H](CC(C)C)NC(=O)[C@@]23C1=O;cytochalasan alkaloids;1;1;0
2123;9,10-Anthracenedione, 1-[(6-O-beta-D-glucopyranosyl-beta-D-glucopyranosyl)oxy]-8-hydroxy-3-methyl-;Cc1cc(O[C@@H]2O[C@H](CO[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H](O)[C@H]2O)c2c(c1)C(=O)c1cccc(O)c1C2=O;emodins&rubrofusarins;1;0;1
2124;16-Hydroxyverrucarin A;CC1CCOC(=O)/C=C/C=C\C(=O)O[C@@H]2C[C@H]3O[C@@H]4C=C(CO)CC[C@]4(COC(=O)C1O)[C@]2(C)C31CO1;trichothecenes;1;0;0
