SMILES,Mutagenicity
CN(C)c1ccc(N=Nc2ccc(S(=O)(=O)O)cc2)cc1,positive
Cc1ccc(C(C)C)cc1O,negative
O=C1c2ccccc2C(=O)c2c(O)cccc21,negative
NCCNc1cccc2ccccc12,
C[C@H](CS)[C@@H]1CC[C@@H](C)[C@H](S)C1,positive
C[C@H](Cl)CN(C)C,negative
COc1cccc([N+](=O)[O-])c1,positive
O=C1c2ccccc2C(=O)c2c1cc(OC1OC(COC3OCC(O)C(O)C3O)C(O)C(O)C1O)c(CO)c2O,positive
CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,negative
CCOC(=O)C[C@H](S[P@@](=O)(OC)SC)C(=O)OCC,negative
C#C[C@@](OC(=O)NC1CCCCC1)(c1ccccc1)c1ccc(C)c(C)c1,negative
COCC(COC(=O)c1ccccc1)(COC(=O)c1ccccc1)COC(=O)c1ccccc1,undetermined
CCc1cccc(CC)c1NC(=O)CCl,
CC(=O)N(N)C(C)=O,positive
Nc1ccc2nc3ccccn3c2n1,undetermined
O=C1c2c(O)ccc(Nc3ccc(CCO)cc3)c2C(=O)c2c([N+](=O)[O-])ccc(O)c21,negative
OCCN(CCO)c1ccc2ccccc2c1,negative
O=C(c1ccccc1)c1ccccc1,positive
CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,positive
O=CN(O)c1ccc(Oc2ccc(Cl)cc2)cc1,positive
CC(=O)OO,positive
COCCOCCOC,negative
Nc1ccc2c(n1)[nH]c1ccccc12,
O=C(O)CCCC[C@@H]1CCSS1,
Cc1cccc(N=Nc2c(O)ccc3ccccc23)c1C,
SCCc1cnccn1,positive
Nc1nc(N)nc(-c2ccc([N+](=O)[O-])o2)n1,positive
CNCC(=O)O,positive
Cn1/c(=N/N)sc2ccccc21,positive
Oc1cccc2c1ccc1c3ccccc3ccc21,positive
CC(CCC(=O)O)C1CCC2C3C(=O)CC4CC(=O)CCC4(C)C3CCC12C,positive
CC(C)(c1ccc(OCC(O)CO)cc1)c1ccc(OCC(O)CO)cc1,positive
O=C/C=C/c1ccccc1Cl,negative
CC(C)CCCC(C)C1CCC2C3CC(O)C4(O)CC(O)CCC4(C)C3CCC12C,negative
NC1CCCC(N)C1,negative
c1ccc2c(c1)c1cccc3cc4ccc5ccc2c(c54)c31,negative
CCCC(=O)C1c2cccc(O)c2C(=O)c2c(O)cccc21,negative
C=C(C)[C@@H]1CC=C(C)[C@@H](O)C1,positive
C=CCOC(=O)CC(C)C,negative
COC(=O)Nc1nc2cc(Sc3ccccc3)ccc2[nH]1,
O=[N+]([O-])c1ccc(CBr)cc1,undetermined
CCOC(=O)C(C#N)c1snc2ccc([N+](=O)[O-])cc12,
O=C(/C=C/c1ccc(F)cc1)c1ccccc1,
O=C(O)CCc1c[nH]c2ccccc12,negative
OCc1ccnc2ccccc12,undetermined
CN(C)C(=O)N(C)C=O,negative
Cn1cnc2c(NO)ncnc21,negative
O=C1OC(=O)c2ccccc21,negative
N#Cc1ccc(/C=C/c2ccc([N+](=O)[O-])cc2)cc1,negative
OCc1ccc2cccc3c2c1-c1ccccc1-3,
NC(=O)OCC1C(NC(=O)/C(=N\OCC(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O,negative
Cc1cc([N+](=O)[O-])c(C)c2c1[nH]c1ccc([N+](=O)[O-])cc12,
NC(CSC(=O)NCCCl)C(=O)O,negative
O=[N+]([O-])c1ccc2cc3ccccc3cc2c1,undetermined
CCCCOCCOCCSC#N,negative
c1ccc2c(c1)ccc1[nH]c3ccc4ccccc4c3c12,
CCCCN,negative
O=[N+]([O-])c1cc2cccc3c2c(c1[N+](=O)[O-])-c1ccccc1-3,negative
c1ccc(COCC2CO2)cc1,positive
Nc1nc(-c2cccnc2)cs1,positive
O=C(Cc1ccccc1)OCc1ccccc1,positive
Cc1ccc(OC(=O)N(C)N=O)c(C)c1C,negative
CC(=O)OCC(=O)NCCCOc1cccc(CN2CCCCC2)c1,negative
O=[N+]([O-])c1ccc2c3c(cccc13)C=C2,positive
ClCc1cccnc1,positive
N[C@@H]1C[C@H]1c1ccccc1,negative
Cc1cccc2c1ccc1cc3ccccc3cc12,positive
ClCc1ccccc1,positive
FC(F)(F)c1cccc(CN2C3c4ccccc4-c4ccccc4C32)c1,negative
O=CN(O)c1ccc([N+](=O)[O-])cc1,negative
COC(=O)C(C)Cl,negative
CN(C)CC/C=C1\c2ccccc2COc2ccccc21,positive
C[C@H](CCc1ccccc1)NC[C@@H](O)c1ccc(O)c(C(N)=O)c1,negative
CCN(CCCC(=O)O)N=O,positive
CC(=O)OCc1cccc([N+](=O)[O-])c1,positive
O=[N+]([O-])c1ccc(CCO)cc1,negative
C=CCN,positive
CCc1cc2c(c3ccc4ccccc4c13)CCC2=O,positive
COc1cc2c(cc1OC)-c1c3c(cc4c1C(C2)N(C)CC4)OCO3,negative
C[N+]1=CC=C(c2ccccc2)CC1,
Oc1cccc2cccnc12,positive
CC(=O)N(C)N=O,undetermined
c1cc2ccc3c4cccc5ccc(c6ccc(c1)c2c36)c54,undetermined
Clc1ccc2ccc3cccc4ccc1c2c34,positive
CCC(CCC(C)=O)COC(=O)c1ccccc1C(=O)O,
CCN(CC)C(=O)c1cccc(C)c1,positive
Cc1cc(Cl)cc2c1C(=O)/C(=C1/Sc3cc(Cl)cc(C)c3C1=O)S2,
Cc1ccc(C)c2c3c(ccc12)C(O)C(O)C1OC31,positive
Cc1ccc2cc3c(ccc4ccccc43)cc2c1,negative
O=[N+]([O-])c1ccc(Cl)c(Cl)c1,negative
Nc1ccc(N(c2ccc3ccccc3c2)c2ccc3ccccc3c2)cc1,positive
O=S(=O)(O)C1C(O)c2c(cc3ccc4cccc5ccc2c3c45)C(O)C1O,negative
O=[N+]([O-])c1cc2cc(N(CCCl)CCCl)ccc2o1,undetermined
CCCCON(OC(C)=O)C(=O)c1ccccc1,negative
c1ccc2c(c1)ccc1cc3ccc4ccccc4c3nc12,negative
O=P(O)(O)OCC1OC(n2cnc3c(O)ncnc32)C(O)C1O,negative
CC(C)OP(C)(=O)F,negative
O=[N+]([O-])CCl,positive
Cn1c(N)nc2nc3ccccc3cc21,negative
CCCCCCc1ccc(O)cc1O,
CC(N)C(=O)O,positive
Cc1c2ccccc2cc2c1ccc1ccccc12,positive
ClCc1ccc(Br)cc1,positive
BrCCBr,
O=C(Cl)c1ccccc1,
CCCCOC(=O)c1ccc(N)cc1,negative
O=[N+]([O-])c1c2c(cc3c1ccc1ccccc13)C=CC(O)C2O,positive
O=[N+]([O-])c1cc(Cl)c(Cl)cc1Cl,positive
N#CC(Cl)Cl,positive
CC(=O)OC(C(=O)c1ccccc1)c1ccccc1,negative
C(N(N(N),positive
Oc1cc(O)c2cc(O)c(-c3cc(O)c(O)c(O)c3)[o+]c2c1,negative
Cc1cc2c(nc1NO)[nH]c1ccccc12,negative
O=C(OC[C@H]1CO1)c1cccc(C(=O)OC[C@H]2CO2)c1,negative
CN(C(=O)CCCCl)c1snc2ccccc12,negative
O=S(=O)(O)Oc1cccc2c1cc1ccc3cccc4ccc2c1c34,positive
CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,positive
Clc1ccc(Cl)c(Cl)c1Cl,negative
O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O,negative
CCOP(=S)(OCC)SCSCC,negative
COC(C)(C)CC(C)=O,positive
CC(/C=C(\C#N)c1ccc(Cl)c(Cl)c1)C(c1ccccc1)C(C#N)c1ccc(Cl)c(Cl)c1,negative
c1ccc(-c2ccccc2-c2ccccc2)cc1,positive
O=C(O)c1cccc(Cl)c1Cl,positive
N#CCc1ccc(Cl)cc1,negative
CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1,positive
NN(Cc1ccccc1)Cc1ccccc1,negative
CC(C)C(=O)/N=c1\sn(C(=O)C(C)C)c2ccc([N+](=O)[O-])cc12,positive
O=C1Nc2ccc([N+](=O)[O-])cc2C1=O,negative
Oc1nc2ccccc2o1,negative
C=C(C)C(=O)OCCOCCOC(=O)C(=C)C,positive
NC(CSC(Cl)=C(Cl)Cl)C(=O)O,positive
O=[N+]([O-])c1ccc2c3c(c4c([N+](=O)[O-])ccc5ccc1c2c54)CCCC3,positive
NC(=S)Nc1cccc2ccccc12,undetermined
C[C@H]1CC[C@@H]2[C@@H](C)[C@H]3[C@@H](C[C@H]4[C@@H]5CC=C6C[C@@H](O[C@@H]7O[C@H](CO)[C@H](O)[C@H](O[C@@H]8O[C@@H](CO)[C@@H](O)[C@@H](O)[C@H]8O)[C@@H]7O[C@@H]7O[C@@H](C)[C@H](O)[C@@H](O)[C@H]7O)CC[C@]6(C)[C@H]5CC[C@@]43C)N2C1,negative
CN(C)Nc1nc(-c2ccc([N+](=O)[O-])o2)cs1,negative
C=CCCCCCCCC,negative
Nc1ccc(Nc2c3ccccc3nc3ccccc23)cc1,negative
O=C(O)c1ccc(Cl)cc1,undetermined
COc1ccc(CN(C)N=O)cc1,negative
CCc1cc(C(N)=S)ccn1,
O=[N+]([O-])c1ccc(-c2ccc([N+](=O)[O-])cc2)cc1,positive
C=CC1(C)CCC2(C)C(C1)C(=O)CC1C3(C)CCCC12OC3=O,positive
N#C[C@@H](Cl)Br,positive
O=C(O)C(Cl)=C(C(Cl)Cl)C(Cl)Cl,negative
COc1ccc(-c2noc(CC(=O)O)c2-c2ccc(OC)cc2)cc1,negative
O=[N+]([O-])c1ccc2c3c1ccc1cccc(c13)[C@@H]1O[C@H]21,positive
Cc1c(N)nc([C@H](CC(N)=O)NC[C@H](N)C(N)=O)nc1C(=O)N[C@H](C(=O)N[C@H](C)[C@@H](O)[C@H](C)C(=O)N[C@H](C(=O)NCCc1nc(-c2nc(C(=O)NCCCNCCCNC(=N)CC3CCC(Cl)CC3)cs2)cs1)[C@H](C)O)[C@@H](O[C@@H]1O[C@@H](CO)[C@H](O)[C@@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](OC(N)=O)[C@@H]1O)c1c[nH]cn1,positive
Cc1c2c(cc3ccccc13)-c1ccccc1[C@@H]1N[C@H]21,negative
OCCN1CC1,positive
Nc1ccc(N)c([N+](=O)[O-])c1,negative
FC(Cl)(Cl)Cl,undetermined
Cc1cccc2ncccc12,positive
COC(=O)C(=C\CO)/C=C(C)/C=C(C)/C=C/C=C(\C)C(=O)C12OC1C(O)(CCO)NC2=O,positive
c1ccc(OC[C@H]2CO2)cc1,positive
Cc1cc([N+](=O)[O-])c(C)c2c1[nH]c1ccc(O)cc12,negative
CCN1CCOCC1,negative
COC1=CC(=O)c2c(nc(C)c3c4c[nH]ccc-4nc23)C1=O,positive
O=C1NC(=O)c2ccccc21,negative
O=C(NCO)c1ccc(Cl)cc1,
Cc1cc2c(c3ccc4c(c13)C=CC(O)C4O)CCC2,negative
C[C@H](COc1ccccc1)N(CCCl)Cc1ccccc1,positive
COC(=O)C1=C(c2ccccc2)C(C)OC1=O,negative
FC(F)(F)CCl,positive
Nc1ccc(-c2ccc(Cl)cc2)cc1,negative
CC(=O)OCc1c2ccccc2c2ccc3cccc4ccc1c2c43,positive
CN(C)C(=N)N(C)C,negative
O=c1[nH][nH]c(=O)c2cc([N+](=O)[O-])ccc12,positive
O=C1c2ccc3nc(-c4ccccc4)sc3c2C(=O)c2ccc3nc(-c4ccccc4)sc3c21,
CC1(C)CC2C=C(C=O)C3(C=O)CC3(C)C2C1,positive
Oc1ccc2ccccc2c1N=Nc1ccc(N=Nc2ccccc2)cc1,positive
O=c1ccn(C2CC(O)C(CO)O2)c(=O)[nH]1,negative
Nc1cc(CCO)c(N)c([N+](=O)[O-])c1,positive
Cc1ccccc1C(N)=O,positive
O=C(O)c1c[n+]([O-])c2ccccc2[n+]1[O-],undetermined
COC(=O)C1=C(C)C(C(C)C)OC1=O,negative
CC(=O)CC(C)(C)O,positive
Nc1ccc(S(=O)(=O)O)cc1C(=O)O,
Cc1c2c(c(C)c3ccccc13)-c1cccc3cccc-2c13,negative
C[C@@H]1OC(=O)C[C@H](O)C[C@H](O)CC[C@@H](O)[C@H](O)C[C@H](O)C[C@]2(O)C[C@H](O)[C@H](C(=O)O)[C@@H](C[C@@H](O[C@H]3O[C@H](C)[C@H](O)[C@H](N)[C@@H]3O)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](C)[C@@H](O)[C@H]1C)O2,negative
O=[N+]([O-])c1ccc(Sc2ccccc2)cc1,positive
Cc1c(N)cc([N+](=O)[O-])cc1[N+](=O)[O-],positive
C=C(Cl)C(Cl)CCl,negative
CCOC(=O)N(CC)N=O,positive
Cc1cc(C(=O)O)c2ncccc2c1,positive
CCCCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCC,negative
OCCN(CCO)CCO,positive
Cc1cc(O)ccc1O[P@@](=O)(Oc1cc(O)ccc1C)Oc1c(C)cccc1O,negative
NC(=O)CBr,positive
CC(=O)N(O)c1ccc(Sc2ccccc2)cc1,
CC1(C)C(=O)N(Cl)C(=O)N1Cl,positive
OC[C@H]1CC[C@@H](n2cnc3c(O)ncnc32)O1,
N#CCCC(=O)/C=C/c1ccc(C(=O)O)cc1,negative
Cc1cc2ccccc2c2ccc3c(c12)CCC3=O,positive
O=C(Cl)c1cccc(Cl)c1,positive
CC1COc2c(C3(N)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,positive
C=C(C)C(=O)OC(C)C,negative
O=C(O)c1ccc(O)cc1O,positive
Nc1ccc(F)cc1,negative
CCOCCOC(C)=O,negative
CC(C)(Br)C(=O)Nc1ccccc1,positive
Nn1c2ccccc2c2cnccc21,
C1CC2(CCO1)CO2,
Nc1nc(-c2ccccc2)cs1,positive
CC(Br)C(Br)CCl,positive
C=CCOc1ccccc1OCC(O)CNC(C)C,negative
O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,negative
ClC(Cl)C(Cl)Cl,negative
CCCOc1ccc(N)cc1N,negative
Cc1ccccc1[N+](=O)[O-],positive
Nc1ccc(Cl)cc1,negative
COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,positive
Cc1cc2ccccc2c2cc3c(cc12)C=CC(O)C3O,positive
CC(=O)NO,positive
CSCCC(NC(=O)COc1cc(Cl)c(Cl)cc1Cl)C(=O)O,positive
c1cc2ccc3ccc4ccc5cc(c1)c2c3c45,negative
COc1c2ccc(O)cc2nc2occc12,positive
O=[N+]([O-])c1ccc(/C=C/c2cccc(Cl)c2)cc1,negative
CSCCl,positive
Cc1c(-c2ccccc2)oc2c(C(=O)OCCN3CCCCC3)cccc2c1=O,negative
Nc1ccc(NOS(=O)(=O)O)cc1Cl,positive
Cc1ccc(NO)cc1C,positive
Cc1cc(C)c2ccc3ccccc3c2c1,negative
O=Nn1cnc(CC(=O)NO)c1,
N#C/C(N)=C(\N)C#N,negative
CS(=O)(=O)OC[C@@H](O)[C@H](O)COS(C)(=O)=O,negative
O=C(O)/C=C/c1c[nH]cn1,positive
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1Br,negative
Nc1cc([N+](=O)[O-])c(N)cc1F,negative
CC(=O)Nc1ccc(C(=O)[C@@H]2O[C@H]2c2ccccc2)cc1,negative
C1CC[C@H]2CCCC[C@@H]2C1,
Cc1ccc2c(ccc3c4ccccc4ccc23)c1,negative
Cc1c(/C=N/OCc2ccc(Cl)cc2Cl)c2cc([N+](=O)[O-])ccc2n1Cc1ccc(Cl)cc1,positive
CCN(CCC#N)c1cc(NC(C)=O)c(-n2nc3c(Br)cc(N)c(Cl)c3n2)cc1OC,positive
COP(=O)(OC)Oc1c(Cl)cc(C)cc1Cl,positive
Nc1cc(Cl)cc(Cl)c1O,positive
Oc1ccc2ccc3c4c(ccc3c2c1)[C@@H](O)[C@H](O)C=C4,negative
Cc1c([N+](=O)[O-])cc([N+](=O)[O-])c(N)c1[N+](=O)[O-],negative
O=NN(CC(=O)O)CC1(O)CCC(O)C(O)C1O,positive
Clc1nncc2cnccc12,
COC(=O)c1oc([N+](=O)[O-])c(-c2ccccc2)c1-c1ccccc1,negative
Nc1cccc2cc3ccccc3cc12,positive
CSCC(N)C(=O)O,positive
O=[N+]([O-])c1ccc2ccc3cccc4ccc1c2c34,positive
CC(=O)[C@@H](C)O,positive
CC1CCC2(OC1)OC1CC3C4CC=C5CC(O)CCC5(C)C4CCC3(C)C1C2C,negative
O=C(O)c1cccc(C(=O)O)c1,negative
CC(=O)c1cc2c(cc1C)C(C)(C)C(C)C2C(C)C,positive
c1ccc(Nc2ccc(Nc3ccccc3)cc2)cc1,positive
COc1c2cc3c(cc2nc2occc12)OCO3,negative
C1=Cc2c3ccccc3cc3cccc1c23,negative
CCCCC(=O)n1ncc(Cl)c(Cl)c1=O,undetermined
O=[N+]([O-])/C=C/c1ccc([N+](=O)[O-])o1,negative
CCCCC(=O)/N=c1\sn(C(=O)CCCC)c2ccc([N+](=O)[O-])cc12,negative
COc1cc(N)c(C)cc1N,positive
NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)n1,positive
CC(=O)Nc1cccc(C)c1,positive
COc1nncc2cnccc12,positive
Cn1cnc2c(N)ncnc21,undetermined
Cc1nc2ccc(N(C)C)c(C)c2nc1C,negative
O=[N+]([O-])c1cc2c3ccccc3sc2c2ccccc12,negative
CCCc1cc2ccccc2c2ccc3c(c12)C1OC1C(O)C3O,negative
O=[N+]([O-])c1ccccc1CCO,negative
Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,positive
CC(C)C(=O)Nc1snc2cc(Cl)ccc12,undetermined
C[C@H]1CN1,undetermined
Oc1ccnc2ccccc12,negative
O=[N+]([O-])c1ccc2c3c([N+](=O)[O-])ccc4cccc(c5cccc1c52)c43,positive
N[C@@H](CCC(=O)N[C@@H](CS/C(Cl)=C(/Cl)C(Cl)=C(Cl)Cl)C(=O)NCC(=O)O)C(=O)O,undetermined
CC(=O)Nc1ccc(S(N)(=O)=O)cc1,negative
CC(=O)Nc1snc2c(Cl)cc(Cl)cc12,positive
Oc1cccc2ccc3[nH]c4ccc5ccccc5c4c3c12,positive
C=C1CC[C@H](O)C/C1=C/C=C1/CCC[C@]2(C)[C@@H]1CC[C@H]2[C@H](C)CCCC(C)C,negative
CCOCCOCC,positive
O=C(/C=C/c1ccc([N+](=O)[O-])o1)N/N=C/c1ccc([N+](=O)[O-])o1,negative
CCCCCC(O)/C=C/C=O,
CNc1ccc(N(CCO)CCO)cc1[N+](=O)[O-],positive
CCOc1ccc(NO)cc1,negative
CCN(CC)CC#CC(C)(C)OC(=O)C(O)(c1ccccc1)C1CCCCC1,undetermined
CC1(C)[C@H]2CC[C@]1(C)C(=O)C2,positive
O=C(OC[C@H]1CO1)[C@H]1CCCC[C@@H]1C(=O)OC[C@H]1CO1,negative
O=c1c(=O)c2cccc3cccc1c32,negative
CC(C)C(O)(C(=O)OCC1CCN2CCCC12)C(C)O,
c1ccc2nc3ccccc3cc2c1,negative
OC1c2ccccc2-c2ccc3ccccc3c2C1O,positive
O=C(CCCl)/N=c1\sn(C(=O)CCCl)c2ccc([N+](=O)[O-])cc12,negative
Nc1ncnc2c1ncn2C(c1ccccc1)(c1ccccc1)c1ccccc1,positive
Nc1ccc2c(c1)Cc1cc([N+](=O)[O-])ccc1-2,negative
OCNc1ncnc2c1ncn2C1OC(CO)C(O)C1O,positive
CNC[C@@H](O)c1cccc(O)c1,negative
NC(CSC(F)(F)C(Cl)Cl)C(=O)O,negative
O=[N+]([O-])c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,positive
COc1ccc2[nH]c(N)nc2c1,positive
CCC1C(c2ccc(O)cc2)=C(C)c2cc(O)ccc21,positive
O=[N+]([O-])c1ccc(-c2ccccc2)cc1,positive
COc1cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2c(=O)c3c(O)ccc(O)c3oc2c1,negative
CC1=C2C(=CC(C)(C)C2O)C(=O)C(C)(O)C12CC2,positive
NC(CCS/C(Cl)=C/Cl)C(=O)O,negative
CCOC(=O)C[n+]1csc2ccccc21,negative
[O-][n+]1c2ccc3ccccc3c2cc2c3ccccc3ccc21,
CCOC(=O)OCC,
NCCc1c[nH]c2ccc(O)cc12,negative
CN1[C@H]2C[C@@H](OC(=O)[C@@H](CO)c3ccccc3)C[C@@H]1[C@@H]1O[C@@H]12,positive
CC(C)(C)S(=O)(=O)CC(Cc1ccccc1)C(=O)NC(Cc1c[nH]cn1)C(=O)NC(CC1CCCCC1)C(O)C(O)C1CC1,negative
O=NN1CCCN(N=O)CC1,positive
O=[N+]([O-])c1cccc2c1-c1ccc3ccc4cccc5cc-2c1c3c45,positive
CN(C)c1ccc(/C=C/c2ccc([N+](=O)[O-])cc2)cc1,
O=C(O)C(=O)Nc1cccc(-c2nn[nH]n2)c1,positive
O=c1c2c(O)cccc2oc2c3c(cc(O)c12)OC1OCCC31,negative
COc1ccccc1NC(=O)c1csc([N+](=O)[O-])c1,negative
C1=Cc2c3ccc4ccccc4c3cc3cccc1c23,negative
O=C(O)c1ccc([N+](=O)[O-])o1,negative
c1ccc([C@H]2CO2)cc1,positive
CN(C)CCCNc1c2ccccc2nc2ccccc12,undetermined
CC1CN(N=O)CC(C)O1,positive
O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2ccccc2)c([N+](=O)[O-])c1,undetermined
[O-][n+]1cccc2ccccc21,positive
C1=Cc2c3ccccc3cc3cc4ccccc4c1c23,negative
FC(F)(Cl)C(F)(F)Cl,negative
CC(C)(O)C1Cc2cc3ccc(=O)oc3cc2O1,
O=[N+]([O-])c1ccc2nscc2c1,positive
CCCCCCCCCCCC(=O)N(CCO)CCO,negative
Fc1cc(F)c2ncccc2c1,positive
N=C(N)c1cc2ccc(Br)cc2[nH]1,
CCNc1cccc(O)c1,positive
Cc1cc2c(c3ccc4ccccc4c13)CC[C@H]2C,positive
COc1cccc2c1OC1(C)OOC21C,positive
CN(C)CCCNc1c2ccccc2nc2c([N+](=O)[O-])cccc12,negative
CC[C@@]12O[C@]1(C(=O)OC)C(=O)N[C@]2(C)O,
Cn1c(NO)nc2c3cccnc3ccc21,negative
Oc1ccc2ccccc2n1,positive
Nc1ccc2c(c1)CN1C(=O)c3ccccc3C1=N2,undetermined
Cc1ccc(N)c(O)c1,
Nc1[nH]cnc2ncnc1-2,positive
Cc1ccc(N)c(N)c1,positive
c1ccc2c(c1)-c1cc3ccc4ccccc4c3cc1[C@H]1O[C@@H]21,undetermined
C=CC(=O)OCCCCOC(=O)C=C,negative
CC(C)(C)OOC1(C)C=C(C(C)(C)C)C(=O)C(C(C)(C)C)=C1,negative
C=C[C@@H](O)c1ccc2c(c1)OCO2,positive
CCN(CCCl)CCCNc1c2ccccc2nc2c1ccc1cccnc12,negative
CC(=O)ON(C(C)=O)c1ccccc1C,positive
OC[PH](CO)(CO)CO,positive
CC1CCC2C(C)C3C(CC4C5CC=C6CC(OC7OC(CO)C(OC8OC(C)C(O)C(O)C8O)C(O)C7OC7OC(C)C(O)C(O)C7O)CCC6(C)C5CCC43C)N2C1,positive
COc1ccc2cc1Oc1ccc(cc1)C[C@H]1c3c(cc4c(c3Oc3cc5c(cc3OC)CCN(C)[C@@H]5C2)OCO4)CCN1C,negative
NC(=O)NCC(=O)O,
CNCCO,positive
CCN(CC)S(=O)(=O)c1ccc(N)cc1,positive
CC[N+]([O-])(CC)CCn1nc2c3ccc(Cl)cc3sc3c(CO)ccc1c32,negative
C/C=C\c1ccc(O)c(OC)c1,
CCN(N)CC,negative
O=C(O)C1OC(Oc2ccc3cc4ccc5cccc6ccc(c3c2)c4c56)C(O)C(O)C1O,negative
O=S1(=O)CCCCO1,undetermined
CC1(c2ccccc2)/C(=N/c2ccccc2)c2ccccc2N1O,negative
OCC(CO)N[C@@H]1C[C@](O)(CO)[C@H](O)[C@@H](O)[C@@H]1O,negative
c1ccc2sc(SSc3nc4ccccc4s3)nc2c1,positive
CC(=O)O[C@H]1C[C@H](C)O[C@@H](C)O1,undetermined
O=C1C=CC(=C(Cl)Cl)O1,positive
CC(C)NCC(O)c1ccc(O)c(O)c1,positive
O=[N+]([O-])c1ccc(Cl)c(Cl)c1Cl,
ClC(Cl)=Cc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,negative
CCSCC[C@H](N)C(=O)O,negative
c1cc2ccc3cc4c(c5ccc(c1)c2c35)CC[C@H]1O[C@@H]41,positive
COC1OC(=O)C(Cl)=C1C(Cl)Cl,negative
O=NN1CCC(Cl)CC1,undetermined
Cc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],negative
ONc1[nH]cnc2ncnc1-2,negative
CCOC(=O)c1ccccc1C(=O)OCC,negative
CN(C)CCCNc1c2ccccc2nc2c(Cl)ccc([N+](=O)[O-])c12,positive
c1ccc2c(c1)cc1ccc3cccc4ncc2c1c34,negative
Nc1nc(N)nc(Cl)n1,negative
Nc1cccc2ccccc12,positive
O=[N+]([O-])c1ccc2c(c1)Cc1cccc([N+](=O)[O-])c1-2,positive
O=C(Cl)OCc1ccccc1,negative
COC1=C(OC)C(=O)C(C)=CC1=O,positive
Nc1c2ccccc2nc2ccc(Br)cc12,positive
C#CC1(O)CCC2C3CCc4cc(OC)ccc4C3CCC21C,negative
O=[N+]([O-])c1cc2c3c(cccc3c1)-c1ccccc1-2,negative
O=[N+]([O-])C1CCCC1,negative
Cc1cccc2c1ccc1cc(C(C)C)ccc12,negative
CNC(=O)ON(C(C)=O)C(=O)NC,negative
C[C@@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,positive
Oc1ncc(N(CCCl)CCCl)c(O)n1,positive
CCCCCCCCCCCCCO,negative
NNc1nncc2ccncc12,negative
CC(C)COC(=O)Cc1ccccc1,negative
CCCCCCCCCCCl,undetermined
O=[N+]([O-])c1ccc2c(c1)[nH]c1ccccc12,positive
CC(C)(C)c1ccc(OP2OCC3(CO2)COP(Oc2ccc(C(C)(C)C)cc2C(C)(C)C)OC3)c(C(C)(C)C)c1,positive
O=C1CCC(=O)N1c1ccc(Cl)c(Cl)c1,negative
CC(=O)Cl,negative
Clc1cccnc1Cl,negative
O=[N+]([O-])c1cc(N(CCO)CCO)ccc1NCCO,negative
Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O,negative
COc1ccc2c(OC)c3ccoc3nc2c1,positive
COP(=O)(SC)SC,positive
COCCOCCO,positive
Nc1cc2ccccc2cc1N,
O=C1CCC2(O)c3c(ccc(O)c31)-c1ccc(O)c3c1C2C1OC1C3=O,
CCOP(=O)(C#N)N(C)C,positive
CC(C)(C)c1ccc(-c2ccc(NO)cc2)cc1,negative
O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,negative
OC[C@H]1CO1,negative
NC(=O)c1ccccc1[N+](=O)[O-],positive
[N-]=[N+]=NCC(O)CN=[N+]=[N-],positive
COCCN(CCOC)c1cc(NC(C)=O)c(-n2nc3c(Br)cc(N)c(Cl)c3n2)cc1OC,negative
O=[N+]([O-])c1ccc2cc([N+](=O)[O-])c3ccc([N+](=O)[O-])cc3c2c1,positive
FC(F)(F)c1ccc(CCl)cc1,
Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,negative
OC1C=Cc2c(ccc3ccccc23)C1O,positive
Clc1c2ccccc2cc2c1ccc1ccccc12,positive
COc1cccc(/C=C/c2ccc([N+](=O)[O-])cc2)c1,undetermined
